[URNAI REPORT AT 2020-08-24 14:01:40.841897] 
   Agent: SC2Agent
   ActionWrapper: SimpleTerranWrapper
   StateBuilder: Simple64GridState
   RewardBuilder: KilledUnitsReward
   Environment: SC2Env
   Model: DDQNKeras

[URNAI REPORT AT 2020-08-24 14:01:40.842095] WARNING! Starting new training on /home/lpdcalves//terran_ddqn_v_easy_fa316ed_t2 with SAVING ENABLED.
[URNAI REPORT AT 2020-08-24 14:01:40.857328] > Training
[URNAI REPORT AT 2020-08-24 14:01:40.857351] 
   Agent: SC2Agent
   ActionWrapper: SimpleTerranWrapper
   StateBuilder: Simple64GridState
   RewardBuilder: KilledUnitsReward
   Environment: SC2Env
   Model: DDQNKeras

[URNAI REPORT AT 2020-08-24 15:11:19.101522] Episode: 53/3000 | Outcome: 0 | Episode Avg. Reward: 3083.490566 | Episode Reward: 825.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5444751152533742}
[URNAI REPORT AT 2020-08-24 15:12:43.762692] Episode: 54/3000 | Outcome: 0 | Episode Avg. Reward: 3145.833333 | Episode Reward: 6450.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5379804274600859}
[URNAI REPORT AT 2020-08-24 15:13:59.585703] Episode: 55/3000 | Outcome: 0 | Episode Avg. Reward: 3165.000000 | Episode Reward: 4200.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5315632105527043}
[URNAI REPORT AT 2020-08-24 15:15:04.011932] Episode: 56/3000 | Outcome: 0 | Episode Avg. Reward: 3173.214286 | Episode Reward: 3625.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5252225404316623}
[URNAI REPORT AT 2020-08-24 15:16:24.754250] Episode: 57/3000 | Outcome: 0 | Episode Avg. Reward: 3129.385965 | Episode Reward: 675.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5189575040203774}
[URNAI REPORT AT 2020-08-24 15:17:37.744725] Episode: 58/3000 | Outcome: 0 | Episode Avg. Reward: 3080.172414 | Episode Reward: 275.000000 | Episode Steps: 963.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5139839047058273}
[URNAI REPORT AT 2020-08-24 15:18:55.151833] Episode: 59/3000 | Outcome: 0 | Episode Avg. Reward: 3050.423729 | Episode Reward: 1325.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5078529266347968}
[URNAI REPORT AT 2020-08-24 15:20:10.160871] Episode: 60/3000 | Outcome: 0 | Episode Avg. Reward: 3049.166667 | Episode Reward: 2975.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.5017950809941087}
[URNAI REPORT AT 2020-08-24 15:21:27.021519] Episode: 61/3000 | Outcome: 0 | Episode Avg. Reward: 3021.721311 | Episode Reward: 1375.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.495809495434798}
[URNAI REPORT AT 2020-08-24 15:24:13.611781] Episode: 62/3000 | Outcome: 0 | Episode Avg. Reward: 2985.080645 | Episode Reward: 750.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.48989530801358233}
[URNAI REPORT AT 2020-08-24 15:25:37.345480] Episode: 63/3000 | Outcome: 0 | Episode Avg. Reward: 2953.174603 | Episode Reward: 975.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.48405166706873565}
[URNAI REPORT AT 2020-08-24 15:26:46.913782] Episode: 64/3000 | Outcome: 1 | Episode Avg. Reward: 3086.328125 | Episode Reward: 11475.000000 | Episode Steps: 1159.000000 | Best Reward was 11475 on episode: 64 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.47847386615281245}
[URNAI REPORT AT 2020-08-24 15:28:00.371529] Episode: 65/3000 | Outcome: 0 | Episode Avg. Reward: 3065.384615 | Episode Reward: 1725.000000 | Episode Steps: 1196.000000 | Best Reward was 11475 on episode: 64 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.47278537525446834}
[URNAI REPORT AT 2020-08-24 15:29:11.657836] Episode: 66/3000 | Outcome: 0 | Episode Avg. Reward: 3036.742424 | Episode Reward: 1175.000000 | Episode Steps: 1200.000000 | Best Reward was 11475 on episode: 64 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.4671458275148425}
[URNAI REPORT AT 2020-08-24 15:30:25.842683] Episode: 67/3000 | Outcome: 0 | Episode Avg. Reward: 3037.313433 | Episode Reward: 3075.000000 | Episode Steps: 1200.000000 | Best Reward was 11475 on episode: 64 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.461573550254321}
[URNAI REPORT AT 2020-08-24 15:31:44.255302] Episode: 68/3000 | Outcome: 0 | Episode Avg. Reward: 2998.897059 | Episode Reward: 425.000000 | Episode Steps: 1200.000000 | Best Reward was 11475 on episode: 64 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.456067741047326}
